SKU,stock,price,msrp,rebate,sale,name,brand,category,form factor,CPU,RAM,DDR,storage,OS,GPU,VRAM,screen res.,screen type,WiFi,keyboard,touch,ethernet,release year,warranty,warranty desc.,type,CPU score,score,url,updated,discovered,scanned
X8FRK,1,911.0,1644.17,132.0,733.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i3-14100T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/x8frk,09/15/2024,09/17/2024,1
A70P8UT#ABA,574,1198.0,1349.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p8ut-aba,09/15/2024,09/17/2024,1
A12GXUT#ABA,227,1785.0,2039.0,250.0,254.0,Elite 800 G9,HP,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,2024,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-800-g9-desktop-computer/a12gxut-aba,09/15/2024,09/17/2024,1
5RW71,41,1403.0,2317.65,70.0,915.0,OptiPlex 7000 7010,Dell,Desktop Computer,Tiny,Intel Core i5-13500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,2023,3 Year,3Y Basic Onsite Service with Hardware Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7010-desktop-computer/5rw71,09/15/2024,09/17/2024,1
11T30085CA,2,1647.0,1639.0,0.0,0,ThinkCentre M70q Gen 3,Lenovo,Desktop Computer,Tiny,Intel Core i7-12700T,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70q-gen-3-11t30085ca-desktop-computer/11t30085ca,09/15/2024,09/17/2024,1
9C422AW#ABA,6,1750.0,1986.95,0.0,237.0,Mini Conference G9,HP,Desktop Computer,Tiny,Intel Core i7-12700T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-mini-conference-g9-desktop-computer/9c422aw-aba,09/15/2024,09/17/2024,1
FVD8T,4,1528.0,2393.23,0.0,865.0,OptiPlex 7000 7010,Dell,Desktop Computer,SFF,Intel Core i5-13500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English,N/A,N/A,2023,3 Year,3Y Basic Onsite Service with Hardware Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7010-desktop-computer/fvd8t,09/15/2024,09/17/2024,1
0X7K6,1,1820.0,3127.63,156.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/0x7k6,09/15/2024,09/17/2024,1
2PTC6,65,1519.0,2613.56,131.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/2ptc6,09/15/2024,09/17/2024,1
11U50069CA,4,1429.0,1579.0,75.0,150.0,ThinkCentre M90q Gen 3,Lenovo,Desktop Computer,Tiny,Intel Core i5-12500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,2023,3 Year,"3-year, Onsite3Y Premier Support Upgrade from 3Y Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m90q-gen-3-11u50069ca-desktop-computer/11u50069ca,09/15/2024,09/17/2024,1
11T8001TUS,3,1396.0,1389.0,0.0,0,ThinkCentre M70s Gen 3,Lenovo,Desktop Computer,SFF,Intel Core i5-12400,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-3-11t8001tus-desktop-computer/11t8001tus,09/15/2024,09/17/2024,1
0XMRC,122,1221.0,2225.84,178.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/0xmrc,09/15/2024,09/17/2024,1
12DN0014CA,18,1426.0,1419.0,0.0,0,ThinkCentre M70s Gen 4,Lenovo,Desktop Computer,SFF,Intel Core i5-13400,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,2023,3 Year,"Base Warranty 3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-4-12dn0014ca-desktop-computer/12dn0014ca,09/15/2024,09/17/2024,1
A70PJUT#ABA,241,1300.0,1449.0,150.0,149.0, Pro SFF 400 G9,HP,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-sff-400-g9-desktop-computer/a70pjut-aba,09/15/2024,09/17/2024,1
Y2X64,3,1102.0,1722.33,0.0,620.0,OptiPlex 7000 7010,Dell,Desktop Computer,SFF,Intel Core i3-13100,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,3 Year,3Y Basic Onsite Service with Hardware Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7010-desktop-computer/y2x64,09/15/2024,09/17/2024,1
11T80019US,5,1868.0,1859.0,0.0,0,ThinkCentre M70s Gen 3,Lenovo,Desktop Computer,SFF,Intel Core i7-12700,0,DDR4,1000,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-3-11t80019us-desktop-computer/11t80019us,09/15/2024,09/17/2024,1
93T62UC#ABC,1,1671.0,2014.0,0.0,343.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i5-13500T,0,N/A,512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/93t62uc-abc,09/15/2024,09/17/2024,1
12E90003CA,17,1855.0,1889.0,0.0,34.0,ThinkCentre M80q Gen 4,Lenovo,Desktop Computer,Tiny,Intel Core i7-13700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,2023,3 Year,"Base Warranty 3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m80q-gen-4-12e90003ca-desktop-computer/12e90003ca,09/15/2024,09/17/2024,1
DN5R3,196,1477.0,2998.11,390.0,2000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,N/A,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/dn5r3,09/15/2024,09/17/2024,1
A70P7UT#ABA,652,1259.0,1409.0,150.0,150.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p7ut-aba,09/15/2024,09/17/2024,1
TVN4R,16,1868.0,3081.28,93.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/tvn4r,09/15/2024,09/17/2024,1
9X1PV,209,1132.0,2293.56,298.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/9x1pv,09/15/2024,09/17/2024,1
46FC0,23,1780.0,3060.86,153.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/46fc0,09/15/2024,09/17/2024,1
54J8K,10,953.0,1802.12,187.0,849.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/54j8k,09/15/2024,09/17/2024,1
CM1GY,1,1149.0,1797.31,0.0,648.0,OptiPlex 7000 7010,Dell,Desktop Computer,Tower,Intel Core i5-13500,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2023,3 Year,3Y Basic Onsite Service with Hardware Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7010-desktop-computer/cm1gy,09/15/2024,09/17/2024,1
A70PGUT#ABA,324,1128.0,1279.0,150.0,151.0, Pro SFF 400 G9,HP,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,2024,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-sff-400-g9-desktop-computer/a70pgut-aba,09/15/2024,09/17/2024,1
21GNM,3,2195.0,3434.15,0.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/21gnm,09/15/2024,09/17/2024,1
VX2KH,2,1058.0,1654.07,0.0,596.0,OptiPlex 7000 7010,Dell,Desktop Computer,SFF,Intel Core i3-13100,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,N/A,3 Year,3Y Basic Onsite Service with Hardware Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7010-desktop-computer/vx2kh,09/15/2024,09/17/2024,1
T42NV,381,1016.0,1829.59,146.0,814.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/t42nv,09/15/2024,09/17/2024,1
VTG9M,4,1706.0,3440.34,447.0,2000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/vtg9m,09/15/2024,09/17/2024,1
P69DR,55,1807.0,2818.19,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/p69dr,09/15/2024,09/17/2024,1
GDX46,148,1261.0,2498.19,299.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/gdx46,09/15/2024,09/17/2024,1
A12GNUT#ABA,337,1756.0,2009.0,250.0,253.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gnut-aba,09/15/2024,09/17/2024,1
NP2H8,5,1138.0,1990.98,119.0,853.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/np2h8,09/15/2024,09/17/2024,1
A70P6UT#ABA,1025,1118.0,1269.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p6ut-aba,09/15/2024,09/17/2024,1
GFXMD,5,1463.0,2286.04,0.0,823.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-mt-mlk-7020-core-i5-14500-16gb-1dimm-256gb-ss-intel-hd-wls-w11-1dp/gfxmd,09/15/2024,09/17/2024,1
YJ7Y2,1,1188.0,1855.15,0.0,667.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i3-14100,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/yj7y2,09/15/2024,09/17/2024,1
KTK3V,13,1788.0,3262.74,261.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/ktk3v,09/15/2024,09/17/2024,1
HG15N,109,1053.0,1917.24,153.0,864.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/hg15n,09/15/2024,09/17/2024,1
A70PHUT#ABA,180,1228.0,1379.0,150.0,151.0, Pro SFF 400 G9,HP,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-sff-400-g9-desktop-computer/a70phut-aba,09/15/2024,09/17/2024,1
7FW7W,4,1652.0,3331.41,433.0,2000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/7fw7w,09/15/2024,09/17/2024,1
A70P7UT#ABC,11,1259.0,1409.0,150.0,150.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p7ut-abc,09/15/2024,09/17/2024,1
87F7H,22,1534.0,2399.19,0.0,865.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/87f7h,09/15/2024,09/17/2024,1
A70P8UT#ABC,15,1198.0,1349.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p8ut-abc,09/15/2024,09/17/2024,1
9DN74,93,1345.0,2452.6,196.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/9dn74,09/15/2024,09/17/2024,1
3YXVT,3,1734.0,2722.48,0.0,988.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/3yxvt,09/15/2024,09/17/2024,1
A70P6UT#ABC,47,1118.0,1269.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p6ut-abc,09/15/2024,09/17/2024,1
V1FFJ,140,1108.0,2298.77,322.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/v1ffj,09/15/2024,09/17/2024,1
A12GSUT#ABA,175,2047.0,2299.0,250.0,252.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,N/A,512,Windows,NVIDIA GeForce RTX 3050,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gsut-aba,09/15/2024,09/17/2024,1
DG02W,3,1160.0,2113.64,169.0,954.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/dg02w,09/15/2024,09/17/2024,1
11JN008WUS,6,1044.0,1049.0,0.0,0,ThinkCentre M75q Gen 2,Lenovo,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,2023,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m75q-gen-2-11jn008wus-desktop-computer/11jn008wus,09/15/2024,09/17/2024,1
FMFD1,9,2173.0,3398.18,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/fmfd1,09/15/2024,09/17/2024,1
9NKVD,2,1671.0,2611.23,0.0,940.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/9nkvd,09/15/2024,09/17/2024,1
H7C21,637,1321.0,2406.18,192.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/h7c21,09/15/2024,09/17/2024,1
94W75,27,1311.0,2655.71,345.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/94w75,09/15/2024,09/17/2024,1
12JF0004US,1,956.0,939.0,0.0,0,ThinkCentre neo 50s Gen 4,Lenovo,Desktop Computer,SFF,Intel Core i3-13100,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,1 Year,"1-year, Onsite3Y Onsite upgrade from 1Y Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-neo-50s-gen-4-12jf0004us-desktop-computer/12jf0004us,09/15/2024,09/17/2024,1
XK8K6,30,1121.0,2272.68,295.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/xk8k6,09/15/2024,09/17/2024,1
A12GYUT#ABA,294,1624.0,1879.0,250.0,255.0,Elite 800 G9,HP,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,2024,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-800-g9-desktop-computer/a12gyut-aba,09/15/2024,09/17/2024,1
K8TX5,6,1874.0,2930.39,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/k8tx5,09/15/2024,09/17/2024,1
NF0Y8,4,2023.0,3161.69,0.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/nf0y8,09/15/2024,09/17/2024,1
DM51W,5,1877.0,2947.71,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/dm51w,09/15/2024,09/17/2024,1
